"time","poolid","voltage","current","power","mqtttopic","raw"
2025-08-21 01:56:35.000 +0200,Pool H32,236.0,0.052,2.0,home/H32/pool/solarpump/tasmota/tele/SENSOR,"""{\""Time\"":\""2025-08-21T01:56:35\"",\""Epoch\"":1755734195,\""ENERGY\"":{\""TotalStartTime\"":\""2025-08-05T13:51:51\"",\""Total\"":42.321,\""Yesterday\"":3.281,\""Today\"":0.004,\""Period\"": 0,\""Power\"": 2,\""ApparentPower\"":12,\""ReactivePower\"":12,\""Factor\"":0.18,\""Voltage\"":236,\""Current\"":0.052}}"""
2025-08-21 01:51:35.000 +0200,Pool H32,236.0,0.052,2.0,home/H32/pool/solarpump/tasmota/tele/SENSOR,"""{\""Time\"":\""2025-08-21T01:51:35\"",\""Epoch\"":1755733895,\""ENERGY\"":{\""TotalStartTime\"":\""2025-08-05T13:51:51\"",\""Total\"":42.321,\""Yesterday\"":3.281,\""Today\"":0.004,\""Period\"": 0,\""Power\"": 2,\""ApparentPower\"":12,\""ReactivePower\"":12,\""Factor\"":0.20,\""Voltage\"":236,\""Current\"":0.052}}"""
2025-08-21 01:46:35.000 +0200,Pool H32,236.0,0.051,2.0,home/H32/pool/solarpump/tasmota/tele/SENSOR,"""{\""Time\"":\""2025-08-21T01:46:35\"",\""Epoch\"":1755733595,\""ENERGY\"":{\""TotalStartTime\"":\""2025-08-05T13:51:51\"",\""Total\"":42.321,\""Yesterday\"":3.281,\""Today\"":0.004,\""Period\"": 0,\""Power\"": 2,\""ApparentPower\"":12,\""ReactivePower\"":12,\""Factor\"":0.17,\""Voltage\"":236,\""Current\"":0.051}}"""
2025-08-21 01:41:35.000 +0200,Pool H32,236.0,0.06,2.0,home/H32/pool/solarpump/tasmota/tele/SENSOR,"""{\""Time\"":\""2025-08-21T01:41:35\"",\""Epoch\"":1755733295,\""ENERGY\"":{\""TotalStartTime\"":\""2025-08-05T13:51:51\"",\""Total\"":42.321,\""Yesterday\"":3.281,\""Today\"":0.004,\""Period\"": 0,\""Power\"": 2,\""ApparentPower\"":14,\""ReactivePower\"":14,\""Factor\"":0.15,\""Voltage\"":236,\""Current\"":0.060}}"""
2025-08-21 01:36:35.000 +0200,Pool H32,236.0,0.055,2.0,home/H32/pool/solarpump/tasmota/tele/SENSOR,"""{\""Time\"":\""2025-08-21T01:36:35\"",\""Epoch\"":1755732995,\""ENERGY\"":{\""TotalStartTime\"":\""2025-08-05T13:51:51\"",\""Total\"":42.321,\""Yesterday\"":3.281,\""Today\"":0.004,\""Period\"": 0,\""Power\"": 2,\""ApparentPower\"":13,\""ReactivePower\"":13,\""Factor\"":0.16,\""Voltage\"":236,\""Current\"":0.055}}"""
2025-08-21 01:31:35.000 +0200,Pool H32,235.0,0.051,2.0,home/H32/pool/solarpump/tasmota/tele/SENSOR,"""{\""Time\"":\""2025-08-21T01:31:35\"",\""Epoch\"":1755732695,\""ENERGY\"":{\""TotalStartTime\"":\""2025-08-05T13:51:51\"",\""Total\"":42.320,\""Yesterday\"":3.281,\""Today\"":0.004,\""Period\"": 0,\""Power\"": 2,\""ApparentPower\"":12,\""ReactivePower\"":12,\""Factor\"":0.17,\""Voltage\"":235,\""Current\"":0.051}}"""
2025-08-21 01:26:35.000 +0200,Pool H32,236.0,0.053,2.0,home/H32/pool/solarpump/tasmota/tele/SENSOR,"""{\""Time\"":\""2025-08-21T01:26:35\"",\""Epoch\"":1755732395,\""ENERGY\"":{\""TotalStartTime\"":\""2025-08-05T13:51:51\"",\""Total\"":42.320,\""Yesterday\"":3.281,\""Today\"":0.003,\""Period\"": 0,\""Power\"": 2,\""ApparentPower\"":12,\""ReactivePower\"":12,\""Factor\"":0.18,\""Voltage\"":236,\""Current\"":0.053}}"""
2025-08-21 01:21:35.000 +0200,Pool H32,234.0,0.056,2.0,home/H32/pool/solarpump/tasmota/tele/SENSOR,"""{\""Time\"":\""2025-08-21T01:21:35\"",\""Epoch\"":1755732095,\""ENERGY\"":{\""TotalStartTime\"":\""2025-08-05T13:51:51\"",\""Total\"":42.320,\""Yesterday\"":3.281,\""Today\"":0.003,\""Period\"": 0,\""Power\"": 2,\""ApparentPower\"":13,\""ReactivePower\"":13,\""Factor\"":0.16,\""Voltage\"":234,\""Current\"":0.056}}"""
2025-08-21 01:16:35.000 +0200,Pool H32,235.0,0.053,2.0,home/H32/pool/solarpump/tasmota/tele/SENSOR,"""{\""Time\"":\""2025-08-21T01:16:35\"",\""Epoch\"":1755731795,\""ENERGY\"":{\""TotalStartTime\"":\""2025-08-05T13:51:51\"",\""Total\"":42.320,\""Yesterday\"":3.281,\""Today\"":0.003,\""Period\"": 0,\""Power\"": 2,\""ApparentPower\"":12,\""ReactivePower\"":12,\""Factor\"":0.17,\""Voltage\"":235,\""Current\"":0.053}}"""
2025-08-21 01:11:35.000 +0200,Pool H32,235.0,0.053,2.0,home/H32/pool/solarpump/tasmota/tele/SENSOR,"""{\""Time\"":\""2025-08-21T01:11:35\"",\""Epoch\"":1755731495,\""ENERGY\"":{\""TotalStartTime\"":\""2025-08-05T13:51:51\"",\""Total\"":42.320,\""Yesterday\"":3.281,\""Today\"":0.003,\""Period\"": 0,\""Power\"": 2,\""ApparentPower\"":12,\""ReactivePower\"":12,\""Factor\"":0.17,\""Voltage\"":235,\""Current\"":0.053}}"""
2025-08-21 01:06:35.000 +0200,Pool H32,236.0,0.05,2.0,home/H32/pool/solarpump/tasmota/tele/SENSOR,"""{\""Time\"":\""2025-08-21T01:06:35\"",\""Epoch\"":1755731195,\""ENERGY\"":{\""TotalStartTime\"":\""2025-08-05T13:51:51\"",\""Total\"":42.319,\""Yesterday\"":3.281,\""Today\"":0.003,\""Period\"": 0,\""Power\"": 2,\""ApparentPower\"":12,\""ReactivePower\"":12,\""Factor\"":0.18,\""Voltage\"":236,\""Current\"":0.050}}"""
2025-08-21 01:01:35.000 +0200,Pool H32,237.0,0.059,2.0,home/H32/pool/solarpump/tasmota/tele/SENSOR,"""{\""Time\"":\""2025-08-21T01:01:35\"",\""Epoch\"":1755730895,\""ENERGY\"":{\""TotalStartTime\"":\""2025-08-05T13:51:51\"",\""Total\"":42.319,\""Yesterday\"":3.281,\""Today\"":0.002,\""Period\"": 0,\""Power\"": 2,\""ApparentPower\"":14,\""ReactivePower\"":14,\""Factor\"":0.15,\""Voltage\"":237,\""Current\"":0.059}}"""
2025-08-21 00:56:35.000 +0200,Pool H32,237.0,0.047,2.0,home/H32/pool/solarpump/tasmota/tele/SENSOR,"""{\""Time\"":\""2025-08-21T00:56:35\"",\""Epoch\"":1755730595,\""ENERGY\"":{\""TotalStartTime\"":\""2025-08-05T13:51:51\"",\""Total\"":42.319,\""Yesterday\"":3.281,\""Today\"":0.002,\""Period\"": 0,\""Power\"": 2,\""ApparentPower\"":11,\""ReactivePower\"":11,\""Factor\"":0.22,\""Voltage\"":237,\""Current\"":0.047}}"""
2025-08-21 00:51:35.000 +0200,Pool H32,237.0,0.047,2.0,home/H32/pool/solarpump/tasmota/tele/SENSOR,"""{\""Time\"":\""2025-08-21T00:51:35\"",\""Epoch\"":1755730295,\""ENERGY\"":{\""TotalStartTime\"":\""2025-08-05T13:51:51\"",\""Total\"":42.319,\""Yesterday\"":3.281,\""Today\"":0.002,\""Period\"": 0,\""Power\"": 2,\""ApparentPower\"":11,\""ReactivePower\"":11,\""Factor\"":0.20,\""Voltage\"":237,\""Current\"":0.047}}"""
2025-08-21 00:46:35.000 +0200,Pool H32,236.0,0.049,2.0,home/H32/pool/solarpump/tasmota/tele/SENSOR,"""{\""Time\"":\""2025-08-21T00:46:35\"",\""Epoch\"":1755729995,\""ENERGY\"":{\""TotalStartTime\"":\""2025-08-05T13:51:51\"",\""Total\"":42.319,\""Yesterday\"":3.281,\""Today\"":0.002,\""Period\"": 0,\""Power\"": 2,\""ApparentPower\"":12,\""ReactivePower\"":11,\""Factor\"":0.18,\""Voltage\"":236,\""Current\"":0.049}}"""
2025-08-21 00:41:35.000 +0200,Pool H32,239.0,0.055,2.0,home/H32/pool/solarpump/tasmota/tele/SENSOR,"""{\""Time\"":\""2025-08-21T00:41:35\"",\""Epoch\"":1755729695,\""ENERGY\"":{\""TotalStartTime\"":\""2025-08-05T13:51:51\"",\""Total\"":42.318,\""Yesterday\"":3.281,\""Today\"":0.002,\""Period\"": 0,\""Power\"": 2,\""ApparentPower\"":13,\""ReactivePower\"":13,\""Factor\"":0.17,\""Voltage\"":239,\""Current\"":0.055}}"""
2025-08-21 00:36:35.000 +0200,Pool H32,238.0,0.047,2.0,home/H32/pool/solarpump/tasmota/tele/SENSOR,"""{\""Time\"":\""2025-08-21T00:36:35\"",\""Epoch\"":1755729395,\""ENERGY\"":{\""TotalStartTime\"":\""2025-08-05T13:51:51\"",\""Total\"":42.318,\""Yesterday\"":3.281,\""Today\"":0.001,\""Period\"": 0,\""Power\"": 2,\""ApparentPower\"":11,\""ReactivePower\"":11,\""Factor\"":0.20,\""Voltage\"":238,\""Current\"":0.047}}"""
2025-08-21 00:31:35.000 +0200,Pool H32,238.0,0.064,2.0,home/H32/pool/solarpump/tasmota/tele/SENSOR,"""{\""Time\"":\""2025-08-21T00:31:35\"",\""Epoch\"":1755729095,\""ENERGY\"":{\""TotalStartTime\"":\""2025-08-05T13:51:51\"",\""Total\"":42.318,\""Yesterday\"":3.281,\""Today\"":0.001,\""Period\"": 0,\""Power\"": 2,\""ApparentPower\"":15,\""ReactivePower\"":15,\""Factor\"":0.14,\""Voltage\"":238,\""Current\"":0.064}}"""
2025-08-21 00:26:35.000 +0200,Pool H32,237.0,0.059,2.0,home/H32/pool/solarpump/tasmota/tele/SENSOR,"""{\""Time\"":\""2025-08-21T00:26:35\"",\""Epoch\"":1755728795,\""ENERGY\"":{\""TotalStartTime\"":\""2025-08-05T13:51:51\"",\""Total\"":42.318,\""Yesterday\"":3.281,\""Today\"":0.001,\""Period\"": 0,\""Power\"": 2,\""ApparentPower\"":14,\""ReactivePower\"":14,\""Factor\"":0.16,\""Voltage\"":237,\""Current\"":0.059}}"""
2025-08-21 00:21:35.000 +0200,Pool H32,238.0,0.05,2.0,home/H32/pool/solarpump/tasmota/tele/SENSOR,"""{\""Time\"":\""2025-08-21T00:21:35\"",\""Epoch\"":1755728495,\""ENERGY\"":{\""TotalStartTime\"":\""2025-08-05T13:51:51\"",\""Total\"":42.318,\""Yesterday\"":3.281,\""Today\"":0.001,\""Period\"": 0,\""Power\"": 2,\""ApparentPower\"":12,\""ReactivePower\"":12,\""Factor\"":0.19,\""Voltage\"":238,\""Current\"":0.050}}"""
2025-08-21 00:16:35.000 +0200,Pool H32,239.0,0.05,2.0,home/H32/pool/solarpump/tasmota/tele/SENSOR,"""{\""Time\"":\""2025-08-21T00:16:35\"",\""Epoch\"":1755728195,\""ENERGY\"":{\""TotalStartTime\"":\""2025-08-05T13:51:51\"",\""Total\"":42.318,\""Yesterday\"":3.281,\""Today\"":0.001,\""Period\"": 0,\""Power\"": 2,\""ApparentPower\"":12,\""ReactivePower\"":12,\""Factor\"":0.18,\""Voltage\"":239,\""Current\"":0.050}}"""
2025-08-21 00:11:35.000 +0200,Pool H32,239.0,0.052,2.0,home/H32/pool/solarpump/tasmota/tele/SENSOR,"""{\""Time\"":\""2025-08-21T00:11:35\"",\""Epoch\"":1755727895,\""ENERGY\"":{\""TotalStartTime\"":\""2025-08-05T13:51:51\"",\""Total\"":42.317,\""Yesterday\"":3.281,\""Today\"":0.000,\""Period\"": 0,\""Power\"": 2,\""ApparentPower\"":12,\""ReactivePower\"":12,\""Factor\"":0.18,\""Voltage\"":239,\""Current\"":0.052}}"""
2025-08-21 00:06:35.000 +0200,Pool H32,240.0,0.049,2.0,home/H32/pool/solarpump/tasmota/tele/SENSOR,"""{\""Time\"":\""2025-08-21T00:06:35\"",\""Epoch\"":1755727595,\""ENERGY\"":{\""TotalStartTime\"":\""2025-08-05T13:51:51\"",\""Total\"":42.317,\""Yesterday\"":3.281,\""Today\"":0.000,\""Period\"": 0,\""Power\"": 2,\""ApparentPower\"":12,\""ReactivePower\"":12,\""Factor\"":0.19,\""Voltage\"":240,\""Current\"":0.049}}"""
2025-08-21 00:01:35.000 +0200,Pool H32,240.0,0.057,2.0,home/H32/pool/solarpump/tasmota/tele/SENSOR,"""{\""Time\"":\""2025-08-21T00:01:35\"",\""Epoch\"":1755727295,\""ENERGY\"":{\""TotalStartTime\"":\""2025-08-05T13:51:51\"",\""Total\"":42.317,\""Yesterday\"":3.281,\""Today\"":0.000,\""Period\"": 0,\""Power\"": 2,\""ApparentPower\"":14,\""ReactivePower\"":14,\""Factor\"":0.16,\""Voltage\"":240,\""Current\"":0.057}}"""
2025-08-20 23:56:35.000 +0200,Pool H32,239.0,0.052,2.0,home/H32/pool/solarpump/tasmota/tele/SENSOR,"""{\""Time\"":\""2025-08-20T23:56:35\"",\""Epoch\"":1755726995,\""ENERGY\"":{\""TotalStartTime\"":\""2025-08-05T13:51:51\"",\""Total\"":42.317,\""Yesterday\"":3.494,\""Today\"":3.281,\""Period\"": 0,\""Power\"": 2,\""ApparentPower\"":12,\""ReactivePower\"":12,\""Factor\"":0.17,\""Voltage\"":239,\""Current\"":0.052}}"""
2025-08-20 23:51:35.000 +0200,Pool H32,238.0,0.062,2.0,home/H32/pool/solarpump/tasmota/tele/SENSOR,"""{\""Time\"":\""2025-08-20T23:51:35\"",\""Epoch\"":1755726695,\""ENERGY\"":{\""TotalStartTime\"":\""2025-08-05T13:51:51\"",\""Total\"":42.317,\""Yesterday\"":3.494,\""Today\"":3.281,\""Period\"": 0,\""Power\"": 2,\""ApparentPower\"":15,\""ReactivePower\"":15,\""Factor\"":0.15,\""Voltage\"":238,\""Current\"":0.062}}"""
2025-08-20 23:46:35.000 +0200,Pool H32,239.0,0.049,2.0,home/H32/pool/solarpump/tasmota/tele/SENSOR,"""{\""Time\"":\""2025-08-20T23:46:35\"",\""Epoch\"":1755726395,\""ENERGY\"":{\""TotalStartTime\"":\""2025-08-05T13:51:51\"",\""Total\"":42.316,\""Yesterday\"":3.494,\""Today\"":3.281,\""Period\"": 0,\""Power\"": 2,\""ApparentPower\"":12,\""ReactivePower\"":12,\""Factor\"":0.19,\""Voltage\"":239,\""Current\"":0.049}}"""
2025-08-20 23:41:35.000 +0200,Pool H32,239.0,0.051,2.0,home/H32/pool/solarpump/tasmota/tele/SENSOR,"""{\""Time\"":\""2025-08-20T23:41:35\"",\""Epoch\"":1755726095,\""ENERGY\"":{\""TotalStartTime\"":\""2025-08-05T13:51:51\"",\""Total\"":42.316,\""Yesterday\"":3.494,\""Today\"":3.281,\""Period\"": 0,\""Power\"": 2,\""ApparentPower\"":12,\""ReactivePower\"":12,\""Factor\"":0.18,\""Voltage\"":239,\""Current\"":0.051}}"""
2025-08-20 23:36:35.000 +0200,Pool H32,238.0,0.049,2.0,home/H32/pool/solarpump/tasmota/tele/SENSOR,"""{\""Time\"":\""2025-08-20T23:36:35\"",\""Epoch\"":1755725795,\""ENERGY\"":{\""TotalStartTime\"":\""2025-08-05T13:51:51\"",\""Total\"":42.316,\""Yesterday\"":3.494,\""Today\"":3.280,\""Period\"": 0,\""Power\"": 2,\""ApparentPower\"":12,\""ReactivePower\"":12,\""Factor\"":0.19,\""Voltage\"":238,\""Current\"":0.049}}"""
2025-08-20 23:31:35.000 +0200,Pool H32,239.0,0.049,2.0,home/H32/pool/solarpump/tasmota/tele/SENSOR,"""{\""Time\"":\""2025-08-20T23:31:35\"",\""Epoch\"":1755725495,\""ENERGY\"":{\""TotalStartTime\"":\""2025-08-05T13:51:51\"",\""Total\"":42.316,\""Yesterday\"":3.494,\""Today\"":3.280,\""Period\"": 0,\""Power\"": 2,\""ApparentPower\"":12,\""ReactivePower\"":12,\""Factor\"":0.19,\""Voltage\"":239,\""Current\"":0.049}}"""
2025-08-20 23:26:35.000 +0200,Pool H32,238.0,0.069,2.0,home/H32/pool/solarpump/tasmota/tele/SENSOR,"""{\""Time\"":\""2025-08-20T23:26:35\"",\""Epoch\"":1755725195,\""ENERGY\"":{\""TotalStartTime\"":\""2025-08-05T13:51:51\"",\""Total\"":42.316,\""Yesterday\"":3.494,\""Today\"":3.280,\""Period\"": 0,\""Power\"": 2,\""ApparentPower\"":16,\""ReactivePower\"":16,\""Factor\"":0.13,\""Voltage\"":238,\""Current\"":0.069}}"""
2025-08-20 23:21:35.000 +0200,Pool H32,234.0,0.046,4.0,home/H32/pool/solarpump/tasmota/tele/SENSOR,"""{\""Time\"":\""2025-08-20T23:21:35\"",\""Epoch\"":1755724895,\""ENERGY\"":{\""TotalStartTime\"":\""2025-08-05T13:51:51\"",\""Total\"":42.315,\""Yesterday\"":3.494,\""Today\"":3.280,\""Period\"": 0,\""Power\"": 4,\""ApparentPower\"":11,\""ReactivePower\"":10,\""Factor\"":0.38,\""Voltage\"":234,\""Current\"":0.046}}"""
2025-08-20 23:16:35.000 +0200,Pool H32,236.0,0.066,2.0,home/H32/pool/solarpump/tasmota/tele/SENSOR,"""{\""Time\"":\""2025-08-20T23:16:35\"",\""Epoch\"":1755724595,\""ENERGY\"":{\""TotalStartTime\"":\""2025-08-05T13:51:51\"",\""Total\"":42.315,\""Yesterday\"":3.494,\""Today\"":3.280,\""Period\"": 0,\""Power\"": 2,\""ApparentPower\"":16,\""ReactivePower\"":15,\""Factor\"":0.14,\""Voltage\"":236,\""Current\"":0.066}}"""
2025-08-20 23:11:35.000 +0200,Pool H32,236.0,0.047,3.0,home/H32/pool/solarpump/tasmota/tele/SENSOR,"""{\""Time\"":\""2025-08-20T23:11:35\"",\""Epoch\"":1755724295,\""ENERGY\"":{\""TotalStartTime\"":\""2025-08-05T13:51:51\"",\""Total\"":42.315,\""Yesterday\"":3.494,\""Today\"":3.280,\""Period\"": 0,\""Power\"": 3,\""ApparentPower\"":11,\""ReactivePower\"":11,\""Factor\"":0.31,\""Voltage\"":236,\""Current\"":0.047}}"""
2025-08-20 23:06:35.000 +0200,Pool H32,238.0,0.054,2.0,home/H32/pool/solarpump/tasmota/tele/SENSOR,"""{\""Time\"":\""2025-08-20T23:06:35\"",\""Epoch\"":1755723995,\""ENERGY\"":{\""TotalStartTime\"":\""2025-08-05T13:51:51\"",\""Total\"":42.315,\""Yesterday\"":3.494,\""Today\"":3.279,\""Period\"": 0,\""Power\"": 2,\""ApparentPower\"":13,\""ReactivePower\"":13,\""Factor\"":0.17,\""Voltage\"":238,\""Current\"":0.054}}"""
2025-08-20 23:01:35.000 +0200,Pool H32,237.0,0.046,2.0,home/H32/pool/solarpump/tasmota/tele/SENSOR,"""{\""Time\"":\""2025-08-20T23:01:35\"",\""Epoch\"":1755723695,\""ENERGY\"":{\""TotalStartTime\"":\""2025-08-05T13:51:51\"",\""Total\"":42.315,\""Yesterday\"":3.494,\""Today\"":3.279,\""Period\"": 0,\""Power\"": 2,\""ApparentPower\"":11,\""ReactivePower\"":11,\""Factor\"":0.20,\""Voltage\"":237,\""Current\"":0.046}}"""
2025-08-20 22:56:35.000 +0200,Pool H32,236.0,0.055,3.0,home/H32/pool/solarpump/tasmota/tele/SENSOR,"""{\""Time\"":\""2025-08-20T22:56:35\"",\""Epoch\"":1755723395,\""ENERGY\"":{\""TotalStartTime\"":\""2025-08-05T13:51:51\"",\""Total\"":42.314,\""Yesterday\"":3.494,\""Today\"":3.279,\""Period\"": 0,\""Power\"": 3,\""ApparentPower\"":13,\""ReactivePower\"":13,\""Factor\"":0.23,\""Voltage\"":236,\""Current\"":0.055}}"""
2025-08-20 22:51:35.000 +0200,Pool H32,236.0,0.058,2.0,home/H32/pool/solarpump/tasmota/tele/SENSOR,"""{\""Time\"":\""2025-08-20T22:51:35\"",\""Epoch\"":1755723095,\""ENERGY\"":{\""TotalStartTime\"":\""2025-08-05T13:51:51\"",\""Total\"":42.314,\""Yesterday\"":3.494,\""Today\"":3.279,\""Period\"": 0,\""Power\"": 2,\""ApparentPower\"":14,\""ReactivePower\"":14,\""Factor\"":0.16,\""Voltage\"":236,\""Current\"":0.058}}"""
2025-08-20 22:46:35.000 +0200,Pool H32,236.0,0.047,2.0,home/H32/pool/solarpump/tasmota/tele/SENSOR,"""{\""Time\"":\""2025-08-20T22:46:35\"",\""Epoch\"":1755722795,\""ENERGY\"":{\""TotalStartTime\"":\""2025-08-05T13:51:51\"",\""Total\"":42.314,\""Yesterday\"":3.494,\""Today\"":3.279,\""Period\"": 0,\""Power\"": 2,\""ApparentPower\"":11,\""ReactivePower\"":11,\""Factor\"":0.19,\""Voltage\"":236,\""Current\"":0.047}}"""
2025-08-20 22:41:35.000 +0200,Pool H32,234.0,0.054,2.0,home/H32/pool/solarpump/tasmota/tele/SENSOR,"""{\""Time\"":\""2025-08-20T22:41:35\"",\""Epoch\"":1755722495,\""ENERGY\"":{\""TotalStartTime\"":\""2025-08-05T13:51:51\"",\""Total\"":42.314,\""Yesterday\"":3.494,\""Today\"":3.278,\""Period\"": 0,\""Power\"": 2,\""ApparentPower\"":13,\""ReactivePower\"":13,\""Factor\"":0.17,\""Voltage\"":234,\""Current\"":0.054}}"""
2025-08-20 22:36:35.000 +0200,Pool H32,234.0,0.058,2.0,home/H32/pool/solarpump/tasmota/tele/SENSOR,"""{\""Time\"":\""2025-08-20T22:36:35\"",\""Epoch\"":1755722195,\""ENERGY\"":{\""TotalStartTime\"":\""2025-08-05T13:51:51\"",\""Total\"":42.314,\""Yesterday\"":3.494,\""Today\"":3.278,\""Period\"": 0,\""Power\"": 2,\""ApparentPower\"":14,\""ReactivePower\"":13,\""Factor\"":0.15,\""Voltage\"":234,\""Current\"":0.058}}"""
2025-08-20 22:31:35.000 +0200,Pool H32,235.0,0.05,2.0,home/H32/pool/solarpump/tasmota/tele/SENSOR,"""{\""Time\"":\""2025-08-20T22:31:35\"",\""Epoch\"":1755721895,\""ENERGY\"":{\""TotalStartTime\"":\""2025-08-05T13:51:51\"",\""Total\"":42.313,\""Yesterday\"":3.494,\""Today\"":3.278,\""Period\"": 0,\""Power\"": 2,\""ApparentPower\"":12,\""ReactivePower\"":12,\""Factor\"":0.19,\""Voltage\"":235,\""Current\"":0.050}}"""
2025-08-20 22:26:35.000 +0200,Pool H32,235.0,0.048,2.0,home/H32/pool/solarpump/tasmota/tele/SENSOR,"""{\""Time\"":\""2025-08-20T22:26:35\"",\""Epoch\"":1755721595,\""ENERGY\"":{\""TotalStartTime\"":\""2025-08-05T13:51:51\"",\""Total\"":42.313,\""Yesterday\"":3.494,\""Today\"":3.278,\""Period\"": 0,\""Power\"": 2,\""ApparentPower\"":11,\""ReactivePower\"":11,\""Factor\"":0.20,\""Voltage\"":235,\""Current\"":0.048}}"""
2025-08-20 22:21:35.000 +0200,Pool H32,234.0,0.054,2.0,home/H32/pool/solarpump/tasmota/tele/SENSOR,"""{\""Time\"":\""2025-08-20T22:21:35\"",\""Epoch\"":1755721295,\""ENERGY\"":{\""TotalStartTime\"":\""2025-08-05T13:51:51\"",\""Total\"":42.313,\""Yesterday\"":3.494,\""Today\"":3.278,\""Period\"": 0,\""Power\"": 2,\""ApparentPower\"":13,\""ReactivePower\"":13,\""Factor\"":0.17,\""Voltage\"":234,\""Current\"":0.054}}"""
2025-08-20 22:16:35.000 +0200,Pool H32,232.0,0.05,2.0,home/H32/pool/solarpump/tasmota/tele/SENSOR,"""{\""Time\"":\""2025-08-20T22:16:35\"",\""Epoch\"":1755720995,\""ENERGY\"":{\""TotalStartTime\"":\""2025-08-05T13:51:51\"",\""Total\"":42.313,\""Yesterday\"":3.494,\""Today\"":3.277,\""Period\"": 0,\""Power\"": 2,\""ApparentPower\"":12,\""ReactivePower\"":11,\""Factor\"":0.18,\""Voltage\"":232,\""Current\"":0.050}}"""
2025-08-20 22:11:35.000 +0200,Pool H32,231.0,0.047,2.0,home/H32/pool/solarpump/tasmota/tele/SENSOR,"""{\""Time\"":\""2025-08-20T22:11:35\"",\""Epoch\"":1755720695,\""ENERGY\"":{\""TotalStartTime\"":\""2025-08-05T13:51:51\"",\""Total\"":42.313,\""Yesterday\"":3.494,\""Today\"":3.277,\""Period\"": 0,\""Power\"": 2,\""ApparentPower\"":11,\""ReactivePower\"":11,\""Factor\"":0.18,\""Voltage\"":231,\""Current\"":0.047}}"""
2025-08-20 22:06:35.000 +0200,Pool H32,232.0,0.055,2.0,home/H32/pool/solarpump/tasmota/tele/SENSOR,"""{\""Time\"":\""2025-08-20T22:06:35\"",\""Epoch\"":1755720395,\""ENERGY\"":{\""TotalStartTime\"":\""2025-08-05T13:51:51\"",\""Total\"":42.313,\""Yesterday\"":3.494,\""Today\"":3.277,\""Period\"": 0,\""Power\"": 2,\""ApparentPower\"":13,\""ReactivePower\"":13,\""Factor\"":0.16,\""Voltage\"":232,\""Current\"":0.055}}"""
2025-08-20 22:01:35.000 +0200,Pool H32,234.0,0.05,2.0,home/H32/pool/solarpump/tasmota/tele/SENSOR,"""{\""Time\"":\""2025-08-20T22:01:35\"",\""Epoch\"":1755720095,\""ENERGY\"":{\""TotalStartTime\"":\""2025-08-05T13:51:51\"",\""Total\"":42.312,\""Yesterday\"":3.494,\""Today\"":3.277,\""Period\"": 0,\""Power\"": 2,\""ApparentPower\"":12,\""ReactivePower\"":12,\""Factor\"":0.18,\""Voltage\"":234,\""Current\"":0.050}}"""
2025-08-20 21:56:35.000 +0200,Pool H32,236.0,0.058,2.0,home/H32/pool/solarpump/tasmota/tele/SENSOR,"""{\""Time\"":\""2025-08-20T21:56:35\"",\""Epoch\"":1755719795,\""ENERGY\"":{\""TotalStartTime\"":\""2025-08-05T13:51:51\"",\""Total\"":42.312,\""Yesterday\"":3.494,\""Today\"":3.277,\""Period\"": 0,\""Power\"": 2,\""ApparentPower\"":14,\""ReactivePower\"":14,\""Factor\"":0.15,\""Voltage\"":236,\""Current\"":0.058}}"""
2025-08-20 21:51:35.000 +0200,Pool H32,236.0,0.05,2.0,home/H32/pool/solarpump/tasmota/tele/SENSOR,"""{\""Time\"":\""2025-08-20T21:51:35\"",\""Epoch\"":1755719495,\""ENERGY\"":{\""TotalStartTime\"":\""2025-08-05T13:51:51\"",\""Total\"":42.312,\""Yesterday\"":3.494,\""Today\"":3.276,\""Period\"": 0,\""Power\"": 2,\""ApparentPower\"":12,\""ReactivePower\"":12,\""Factor\"":0.18,\""Voltage\"":236,\""Current\"":0.050}}"""
2025-08-20 21:46:35.000 +0200,Pool H32,236.0,0.046,2.0,home/H32/pool/solarpump/tasmota/tele/SENSOR,"""{\""Time\"":\""2025-08-20T21:46:35\"",\""Epoch\"":1755719195,\""ENERGY\"":{\""TotalStartTime\"":\""2025-08-05T13:51:51\"",\""Total\"":42.312,\""Yesterday\"":3.494,\""Today\"":3.276,\""Period\"": 0,\""Power\"": 2,\""ApparentPower\"":11,\""ReactivePower\"":11,\""Factor\"":0.19,\""Voltage\"":236,\""Current\"":0.046}}"""
2025-08-20 21:41:35.000 +0200,Pool H32,236.0,0.049,2.0,home/H32/pool/solarpump/tasmota/tele/SENSOR,"""{\""Time\"":\""2025-08-20T21:41:35\"",\""Epoch\"":1755718895,\""ENERGY\"":{\""TotalStartTime\"":\""2025-08-05T13:51:51\"",\""Total\"":42.312,\""Yesterday\"":3.494,\""Today\"":3.276,\""Period\"": 0,\""Power\"": 2,\""ApparentPower\"":12,\""ReactivePower\"":11,\""Factor\"":0.19,\""Voltage\"":236,\""Current\"":0.049}}"""
